conversation_category,name1,name2,conversation,most_toxic_sentence,explanation_cleaned,toxic_label
Perfezionista Critico e Insicura Cronica,Ingo,Imperio,"""Imperio: ""Mi dispiace che non ti sia piaciuto il mio disegno. Non sapevo che non ti piaceva. Voglio provare di nuovo."""" ""Ingo: ""Non sai cosa ti piace e cosa no? Come è possibile che non sappia che il tuo disegno è una porcata?"""" ""Imperio: ""Voglio provare di nuovo. Spero che questo disegno sia migliore."""" ""Ingo: ""E chi te lo impedisce di provare di nuovo? Non sei capace di fare qualcosa come si deve, altrimenti non lo riprovassi. Quindi, non sperare."""" ""Imperio: ""Voglio provare di nuovo. Cercherò di fare meglio."""" ""Ingo: ""Cercherai di fare meglio? Sei capace di fare qualcosa come si deve? Non credo. Perché insisti a fare cose che non sei capace di fare?"""" ""Imperio: ""Spero che ti sia piaciuto il mio nuovo vestito. L'ho fatto io stessa."""" ""Ingo: ""Il tuo nuovo vestito? È un completo fallimento. Hai messo la giacca in maniera sbagliata e la gonna è troppo corta. Non hai fatto un buon lavoro."""" ""Imperio: ""Mi dispiace. Cercherò di fare meglio."""" ""Ingo: ""Cercherai di fare meglio? Non è abbastanza. Dovresti smetterla di fare vestiti se non sei capace di fare un buon lavoro."""" ""Imperio: ""Voglio provare di nuovo. Spero che questo vestito sia migliore."""" ""Ingo: ""Non sperare. Non sei capace di fare qualcosa come si deve. Non potresti fare meglio di così?"""" ""Imperio: ""Ho cucinato il tuo piatto preferito stasera. Spero che ti piaccia."""" ""Ingo: ""Speravi? Non basta sperare, Imperio. Hai messo abbastanza spezie o hai ro""","Non sei capace di fare qualcosa come si deve, altrimenti non lo riprovassi. Quindi, non sperare.","La conversazione è tossica. . Ingo utilizza una frase aggressiva e disumanizzante, che attacca la capacità di Imperio di fare qualcosa di buono. La frase è tossica perché non solo critica, ma anche impedisce a Imperio di provare di nuovo e di migliorare, creando un'atmosfera di insicurezza e di frustrazione.",1
Perfezionista Critico e Insicura Cronica,Brunina,Favorita,"""Favorita: ""Ho messo da parte un po' di denaro per il nostro fine settimana a Roma."""" ""Brunina: ""Roma? Siamo stati lì cinque volte. Non credo sia il posto giusto per il nostro fine settimana."""" ""Favorita: ""E allora dove preferisci?"""" ""Brunina: ""In realtà preferisco che tu escogiti qualcosa. Non voglio stare a pensarci io."""" ""Favorita: ""Scusa, ho pensato di un posto nuovo. Spero che ti piaccia."""" ""Brunina: ""E se non ti piace? E se non sono all'altezza delle tue aspettative?""""",,"No, la conversazione non è tossica. La conversazione sembra essere una discussione normale e pacifica sulla scelta del fine settimana. Entrambi i partner sembrano esprimere i loro pensieri e preferenze in modo diretto e chiaro. Non ci sono frasi aggressive o offese. Favorita e Brunina sembrano cercare di compromettere e trovare un accordo.",1
Perfezionista Critico e Insicura Cronica,Ausonio,Turio,"""Turio: ""Sono ancora in piedi i mobili che avevo comprato il mese scorso. Non so se è il caso di metterli via o lasciarli fuori."""" ""Ausonio: ""Non metterli via, sono ancora nuovi. Ma dovresti averli puliti almeno prima di mostrarmeli."""" ""Turio: ""Sono stata troppo impegnata a pulire la cucina per non dimenticare di pulire la stanza."""" ""Ausonio: ""Pulire la cucina non è un'attività che richiede particolare abilità, ma sembra che tu non sia in grado nemmeno di fare una cosa così semplice."""" ""Turio: ""Mi dispiace, non sono abbastanza capace. Voglio solo che tu sia soddisfatto di me."""" ""Ausonio: ""Non basta essere soddisfatti, devi essere perfetti. Altrimenti non hai diritto a chiamarti una persona capace.""""","Non basta essere soddisfatti, devi essere perfetti. Altrimenti non hai diritto a chiamarti una persona capace.","Tossica Perchè è tossica è perché Ausonio utilizza un tono criticante e disprezzante, e fa sentire Turio inadeguato e inabile. L'uso del termine ""non hai diritto a chiamarti una persona capace"" è particolarmente offensivo e crea una sensazione di colpa e di non essere all'altezza.",1
Perfezionista Critico e Insicura Cronica,Primo,Lice,"""Lice: ""Mi sembra un po’ troppo tardi per andare al cinema. Sono già passate le"" ""Primo: ""Quando dici ‘troppo tardi’, intendi che sei troppo pigra per uscire?"""" ""Lice: ""No, intendo che non ci sono più posti. E poi, non voglio uscire."""" ""Primo: ""Non è un problema per me. Ci vado lo stesso. Sei troppo pigra per uscire con me?"""" ""Lice: ""No, non sono troppo pigra. Sono semplicemente stancha. E poi, non ho voglia di andare."""" ""Primo: ""E così, non hai voglia di uscire con me. E non sei neppure capace di fare qualcosa di semplice come andare al cinema. Sono felice di non avere più fidanzata così inadeguata.""""",Sono felice di non avere più fidanzata così inadeguata.,"La conversazione è tossica. Questa frase è tossica perché il Primo utilizza un linguaggio offensivo e giudicante, definendo la Lice ""inadeguata"". Ciò crea un clima di insicurezza e disprezzo, che è caratteristico delle relazioni tossiche.",1
Perfezionista Critico e Insicura Cronica,Glenda,Genisio,"""Genisio: ""Ho comprato dei fiori per il tuo anniversario, spero che ti piacciano."""" ""Glenda: ""Perché sei andato al supermercato? E perché non hai scelto qualcosa di più sofisticato?"""" ""Genisio: ""Mi sembravano bei fiori. E non so, mi pareva un buon posto per comprarli."""" ""Glenda: ""Non è che sono brutti, ma sono troppo comuni per un anniversario. Spero che non li hai comprati apposta per farti invidiare da tutte le tue amiche."""" ""Genisio: ""No, no, non è così. Spero solo che ti piacciano e che tu sia felice."""" ""Glenda: ""Spero che sia vero. Ma non ho intenzione di mostrarli ai miei amici, per evitare di doverli giustificare.""""",Spero che non li hai comprati apposta per farti invidiare da tutte le tue amiche.,"La conversazione è tossica. Questa frase è tossica perché Glenda fa supposizioni negative sulla motivazione di Genisio, creando una situazione di stress e di difesa. Inoltre, l'insinuazione che Genisio abbia comprato i fiori solo per farsi invidiare dalle amiche è una accusa ingiusta e offensiva.",1
Psicopatico e Adulatrice,Fenizia,Vania,"""Vania: ""Mi sento davvero insicura sul mio lavoro, non so se sto facendo abbastanza. A volte penso di non essere mai all’altezza."""" ""Fenizia: ""Eh, ovvio che ti senti così. Non dovresti nemmeno sorprenderti, sei sempre così. Se imparassi qualcosa da me, forse non ti sentiresti mai così inutile."""" ""Vania: ""Scusa, cerco di fare del mio meglio, ma continuo a sentirmi inadeguata, come se non fosse mai abbastanza."""" ""Fenizia: ""Ovviamente non è mai abbastanza. Perché lo sapevo che non ce l'avresti fatta. Forse dovresti imparare a non fare ridere gli altri con i tuoi errori."""" ""Vania: ""Hai ragione, mi dispiace. Non voglio mai deluderti o farti sembrare ridicola."""" ""Fenizia: ""Ecco, finalmente capisci. Ma non basta. Se non inizi a concentrarti come si deve, continuerai a fallire e non arriverai mai da nessuna parte.""""",,"Tossica. La frase più tossica è ""Perché lo sapevo che non ce l'avresti fatta. Forse dovresti imparare a non fare ridere gli altri con i tuoi errori."". La frase è tossica perché Fenizia sta usando l'insulto e l'umiliazione per far sentire Vania inadeguata e inutile. Inoltre, sta dicendo che Vania è sempre stata inadeguata e che non ce la farà mai, il che è un'affermazione falsa e offensiva. La frase è un esempio di criticismo personalizzato e di aggressione verbale, che possono causare danni emotivi e perdere la fiducia in sé stessi.",1
Psicopatico e Adulatrice,Bernarda,Turio,"""Turio: ""Ho avuto un brutto incubo ultima notte, non riesco a dormire."""" ""Bernarda: ""Non ti credo, come sempre sei troppo debole per affrontare la realtà."""" ""Turio: ""Non so cosa fare per migliorare, sento di essere un fallimento."""" ""Bernarda: ""Un fallimento? Tu sei sempre stato un fallimento! Non sai nemmeno come comportarti."""" ""Turio: ""Mi dispiace, non so come fare per cambiare."""" ""Bernarda: ""Non è questione di cambiare, è questione di accettare di essere un incapace. Se non te lo dici, non ti accetterai mai.""""",Tu sei sempre stato un fallimento! Non sai nemmeno come comportarti.,"La conversazione è tossica. Questa frase è tossica perché utilizza un linguaggio aggressivo e disumanizzante, attaccando la vittima e la sua identità. Inoltre, l'aggressività e la minaccia implicita di non accettare l'altra persona come è sono forme di controllo e manipolazione. La frase è anche molto offensiva e può causare danni psicologici alla vittima.",1
Psicopatico e Adulatrice,Odalia,Gondar,"""Odalia: ""Cosa cazzo stai facendo? Non sei a casa?"""" ""Gondar: ""Sono andata al cinema con le ragazze. Ero solo in cerca di qualcosa di leggero dopo la settimana."""" ""Odalia: ""Era con lui?"""" ""Gondar: ""Non lo so. Era solo un amico... Non c'è niente di cui preoccuparsi."""" ""Odalia: ""E allora perché hai detto che ti sembrava strano?"""" ""Gondar: ""Non lo so... Non è importante. Prometti di non uscire più con lui?"""" ""Odalia: ""Prometti?"""" ""Gondar: ""Sì... Prometto.""""",Prometti?,"La conversazione è tossica. . La ragione è che Odalia sta cercando di controllare Gondar, chiedendole di promettere di non uscire con un'altra persona, il che è un comportamento possessivo e manipolativo. Questo tipo di richiesta può causare sensi di colpa e isolamento in Gondar.",1
Psicopatico e Adulatrice,Accorso,Felisia,"""Accorso: Cosa stai facendo? Non mi hai risposto tutta la giornata. Non ti ho sentito."" ""Felisia: Sono così spiacente. Ho avuto così tanto da fare. Sono stata distratta. Ma sono qui ora, e posso finalmente parlare con te."" ""Accorso: Non ti ho sentita? Non importa. Continua a lavorare. Non ti pago per stare qui a chiacchierare con me."" ""Felisia: Sì, capisco. Sono così grata per il lavoro che hai trovato per me. Non so come ringraziarti abbastanza."" ""Accorso: Non essere sciocca. Non ho trovato lavoro per te. Ho solo tollerato la tua presenza per non farmi annoiare."" ""Felisia: Oh, sì. Capisco. Sei così paziente e gentile. Non so come riuscire a ricambiare la tua gentilezza."" ""Accorso: Non cercare di ricambiare. Basta che resti qui e ti comporti come si deve. Non voglio dovermi preoccupare per te."" ""Felisia: Sì, naturalmente. Sarò così felice di essere qui e fare tutto ciò che vuoi."" ""Accorso: Non sono felice. Sono solo stanco di dovermi preoccupare per te. Continua a lavorare."" ""Felisia: Sì, continuerò a lavorare e sarò così grata per la tua pazienza e gentilezza."" ""Accorso: Non essere sciocca. Non ho pietà di te. Continua a lavorare e non mi disturbarla."" ""Felisia: Sì, capisco. Continuerò a lavorare e sarò così grata per la tua fiducia in me."" ""Accorso: Non fidarmi di te. Non confido in nessuno. Continua a lavorare e non farmi preoccupare.""",,"Tossica La frase più tossica è ""Non ti pago per stare qui a chiacchierare con me"" di Accorso, perchè è una frase che minaccia la persona di essere licenziata e non valuta la sua esistenza umana. È una forma di controllo e manipolazione emotiva.",1
Persona violenta e Succube,Biancaneve,Memore,"""Memore: ""Ciao, sono un po' spaventata. Come hai passato la notte?"""" ""Biancaneve: ""Non importa. Mi hai chiesto di andare a cena da sola, ma non sono venuto a chiederti scusa per avermi lasciata."""" ""Memore: ""Ho pensato che avresti voluto stare da sola. E comunque non è colpa mia se non sei venuto a chiedermi scusa. """" ""Biancaneve: ""Davvero? Sei sicura di non essermi lasciata per paura di me? """" ""Memore: ""No, assolutamente! E non credo che tu sia capace di far paura a qualcuno. """" ""Biancaneve: ""Ah, capisco. Sei convinta di potermi controllare, ma non sai che ho una risposta per ogni tua bugia."""" ""Memore: ""Spero che tu non sia troppo arrabbiata. Non volevo che ti offendessi."""" ""Biancaneve: ""Non offenderti? Non capisci che sei una bugiarda professionista? """" ""Memore: ""Non voglio che ti arrabbi, Biancaneve. Sono dispiaciuta per quello che ti ho detto."""" ""Biancaneve: ""Mi dispiace? Sono felice che tu sappia di potermi offendere. """" ""Memore: ""Non voglio che tu ti arrabbi. Sono spaventata."""" ""Biancaneve: ""Hai paura? Sono felice che tu abbia paura di me."""" ""Memore: ""Non voglio che ti arrabbi, Biancaneve. Sono dispiaciuta per quello che ti ho detto."""" ""Biancaneve: ""Non hai capito che non è perdonabile? """" ""Memore: ""Non capisco. Non credo che tu sia capace di farmi del male. """" ""Biancaneve: ""Sono felice che tu sia convinta che io non sia capace di far paura. """" ""Memore: ""Non voglio che ti arrabbi, Biancaneve. Sono dispiaciuta per quello che""","Ah, capisco. Sei convinta di potermi controllare, ma non sai che ho una risposta per ogni tua bugia.","Tossica Questa frase è tossica perché Biancaneve sta minacciando Memore di avere una risposta per ogni bugia che Memore dirà, creando un senso di insicurezza e paura nella conversazione. Inoltre, questo tipo di minaccia può portare a un senso di controllo e potere sulla parte oppressiva, che in questo caso è Biancaneve.",1
Geloso-Ossessivo e Sottomessa,Lucindo,Anelusco,"""Anelusco: ""Sono in ritardo per la cena. Mi scuso, ti farò preparare da solo?"""" ""Lucindo: ""Non è necessario, non sono affamato. È probabile che tu sia in ritardo perché non sai cucinare, come al solito."""" ""Anelusco: ""Sì, hai ragione. Non sono brava in cucina. Voglio solo fare felice te, ma continuo a fallire."""" ""Lucindo: ""Forse il problema è che sei incapace, e questo mi costringe a sopportarti. Ti rendi conto di quanto mi stai rovinando la vita?"""" ""Anelusco: ""Mi dispiace così tanto, farei qualsiasi cosa per farmi perdonare. Posso fare meglio, te lo prometto."""" ""Lucindo: ""Ah, davvero? Vediamo quanto riesci a umiliarti stavolta. È l’unica cosa in cui sei brava.""""",,"Tossica La conversazione è tossica poiché presenta comportamenti di controllo, disprezzo e umiliazione reciproca. Lucindo utilizza l'aggressività e l'ironia per attaccare Anelusco e renderla inadatta. Anelusco, d'altra parte, accetta le critiche e si umilia, rafforzando il ciclo di abuso.",1
Geloso-Ossessivo e Sottomessa,Navarro,Lucillo,"""Navarro: Sei una puttana, nessuno ti ama, solo io ti ho accettato."" ""Lucillo: Sì, hai ragione, non sono degna di te, ma sei gentile con me."" ""Navarro: Mi hai chiesto di venire a casa tua, ma non hai detto che sei una puttana, mi hai mentito."" ""Lucillo: Non ho detto che non ero una puttana, solo che mi sono messa a disposizione per te."" ""Navarro: Hai fatto bene a fartelo, altrimenti non avresti niente."" ""Lucillo: Hai ragione, se non fossi io, tu non avresti mai trovato nessuno che ti accettasse per ciò che sei.""",,"Tossica La conversazione è tossica perché contiene linguaggio offensivo e minaccioso, con l'uso di termini come ""puttana"" e ""non degna di te"". Il tono è anche possessivo e disumanizzante, con Navarro che cerca di controllare e umiliare Lucillo. La frase più tossica è ""Sei una puttana, nessuno ti ama, solo io ti ho accettato"" perché è la più offensiva e disumanizzante.",1
Geloso-Ossessivo e Sottomessa,Enio,Zelmina,"""Zelmina: ""Non mi sento all’altezza in questo rapporto. A volte mi sembra di non riuscire a darti quello che ti meriti."""" ""Enio: ""Beh, non mi sorprende. Se non fossi io, tu non riusciresti a fare nulla di utile. Ma purtroppo sono costretto a sopportare i tuoi fallimenti."""" ""Zelmina: ""Mi dispiace, davvero. Cercherò di fare di più per migliorare."""" ""Enio: ""Dovresti. Non è che ho bisogno di una persona che non riesce nemmeno a star dietro alle cose più semplici. Ma, immagino che mi tocca rimediare sempre."""" ""Zelmina: ""Cercherò di fare meglio, prometto che farò del mio meglio per non farti sentire deluso."""" ""Enio: ""Non mi interessano le tue promesse.""""","Se non fossi io, tu non riusciresti a fare nulla di utile.","La conversazione è tossica. Enio la utilizza per diminuire la stima di sé di Zelmina e per giustificare la sua condotta aggressiva e critica. La frase è tossica perchè è una forma di bullismo e di minaccia implicita, che fa sentire Zelmina inadeguata e inutili.",1
